taxon,tvk,start_day,start_month,end_day,end_month,stage
Micropterix aureatella,NHMSYS0000503230,1,5,7,7,mature
Micropterix calthella,NHMSYS0000503231,1,4,7,7,mature
Micropterix mansuetella,NHMSYS0021142327,1,4,30,6,mature
Micropterix tunbergella,NHMSYS0000503233,1,4,30,6,mature
Miltochrista miniata,NBNSYS0000006123,1,6,31,10,mature
Mimas tiliae,NBNSYS0000006067,15,4,31,7,mature
Minoa murinata,NBNSYS0000005969,21,4,31,8,mature
Minucia lunaris,NHMSYS0021144457,7,5,7,6,mature
Mirificarma lentiginosella,NHMSYS0000503246,1,8,31,8,mature
Mirificarma mulinella,NHMSYS0000503247,15,7,15,9,mature
Mniotype adusta,NBNSYS0000006343,1,5,31,8,mature
Mniotype satura,NHMSYS0021144779,1,7,31,10,mature
Mniotype solieri,NBNSYS0000005284,1,8,30,9,mature
Moitrelia obductella,NHMSYS0021143631,21,6,31,8,mature
Moma alpium,NBNSYS0000006372,7,5,21,7,mature
Mompha bradleyi,NBNSYS0100004100,1,6,31,8,mature
Mompha conturbatella,NHMSYS0021142858,1,6,31,8,mature
Mompha divisella,NHMSYS0000503252,1,7,31,7,mature
Mompha epilobiella,NHMSYS0021142860,1,1,31,12,mature
Mompha jurassicella,NHMSYS0000503256,1,6,31,8,mature
Mompha lacteella,NHMSYS0000503257,1,5,31,8,mature
Mompha langiella,NHMSYS0000503258,15,5,15,7,mature
Mompha locupletella,NHMSYS0021142866,1,5,30,9,mature
Mompha miscella,NHMSYS0021142864,1,5,30,9,mature
Mompha ochraceella,NHMSYS0000503262,21,5,31,7,mature
Mompha propinquella,NHMSYS0000503263,1,6,7,9,mature
Mompha raschkiella,NHMSYS0000503264,1,5,30,9,mature
Mompha sturnipennella,NBNSYS0100004102,1,6,30,6,mature
Mompha subbistrigella,NHMSYS0000503265,1,1,31,12,mature
Mompha terminella,NHMSYS0000503267,1,6,7,7,mature
Monochroa arundinetella,NHMSYS0021142714,1,6,7,8,mature
Monochroa conspersella,NHMSYS0000503271,15,6,15,8,mature
Monochroa cytisella,NBNSYS0000026233,21,6,31,8,mature
Monochroa divisella,NHMSYS0000503272,21,7,21,8,mature
Monochroa elongella,NHMSYS0000503273,15,6,31,8,mature
Monochroa hornigi,NHMSYS0000503274,1,6,15,8,mature
Monochroa lucidella,NHMSYS0000503275,15,6,21,8,mature
Monochroa lutulentella,NHMSYS0000503276,1,6,31,8,mature
Monochroa moyses,NBNSYS0000005341,21,5,31,7,mature
Monochroa niphognatha,NHMSYS0000503278,15,6,15,7,mature
Monochroa palustrellus,NHMSYS0021142713,21,5,7,9,mature
Monochroa suffusella,NHMSYS0000503281,15,5,7,8,mature
Monochroa tenebrella,NHMSYS0021142707,21,5,7,8,mature
Monochroa tetragonella,NHMSYS0000503283,15,6,31,7,mature
Monopis crocicapitella,NHMSYS0000503285,1,5,31,10,mature
Monopis fenestratella,NHMSYS0000503286,1,5,31,8,mature
Monopis imella,NHMSYS0021142398,1,5,31,10,mature
Monopis laevigella,NBNSYS0100004115,1,4,30,9,mature
Monopis monachella,NHMSYS0000503290,1,5,30,9,mature
Monopis obviella,NHMSYS0021142396,15,4,15,11,mature
Monopis weaverella,NHMSYS0000503293,1,4,30,9,mature
Mormo maura,NBNSYS0000006396,15,6,30,9,mature
Morophaga choragella,NHMSYS0021142374,1,6,31,8,mature
Musotima nitidalis,NHMSYS0021143784,1,4,7,12,mature
Myelois circumvoluta,NHMSYS0021143661,1,5,31,8,mature
Myrmecozela ochraceella,NHMSYS0000503306,1,6,31,8,mature
Mythimna albipuncta,NHMSYS0021144867,15,4,15,11,mature
Mythimna conigera,NHMSYS0021144861,21,5,7,9,mature
Mythimna favicolor,NBNSYS0000006293,7,5,30,9,mature
Mythimna ferrago,NBNSYS0000006286,1,6,7,9,mature
Mythimna impura,NHMSYS0021144862,15,5,15,10,mature
Mythimna l-album,NBNSYS0000006295,7,5,7,11,mature
Mythimna litoralis,NBNSYS0000006294,15,5,15,10,mature
Mythimna pallens,NBNSYS0000006292,1,5,31,10,mature
Mythimna pudorina,NHMSYS0021144859,1,6,31,8,mature
Mythimna straminea,NBNSYS0000006290,1,6,15,9,mature
Mythimna turca,NBNSYS0000006284,1,6,15,8,mature
Mythimna unipuncta,NBNSYS0000006296,1,1,31,12,mature
Mythimna vitellina,NHMSYS0021144863,1,5,15,11,mature
Naenia typica,NBNSYS0000006227,1,6,7,9,mature
Narycia duplicella,NHMSYS0021142187,1,5,31,7,mature
Nascia cilialis,NHMSYS0000503327,1,5,31,8,mature
Nemapogon clematella,NHMSYS0000503333,1,6,31,8,mature
Nemapogon cloacella,NHMSYS0000503334,1,5,31,10,mature
Nemapogon granella,NHMSYS0000503335,1,3,30,9,mature
Nemapogon inconditella,NHMSYS0000503337,1,7,31,7,mature
Nemapogon koenigi,NHMSYS0021166451,1,5,31,8,mature
Nemapogon picarella,NHMSYS0000503339,1,6,31,7,mature
Nemapogon ruricolella,NHMSYS0000503340,1,6,31,8,mature
Nemapogon variatella,NHMSYS0000503341,1,3,31,8,mature
Nematopogon magna,NBNSYS0100004197,1,5,30,6,mature
Nematopogon metaxella,NHMSYS0021142170,1,4,31,7,mature
Nematopogon pilella,NHMSYS0021142168,1,5,30,6,mature
Nematopogon schwarziellus,NHMSYS0000503349,21,4,7,7,mature
Nematopogon swammerdamella,NHMSYS0000503350,1,4,30,6,mature
Nemaxera betulinella,NHMSYS0000503354,1,5,31,8,mature
Nemophora cupriacella,NHMSYS0021142160,1,6,7,8,mature
Nemophora degeerella,NHMSYS0000503358,1,5,15,7,mature
Nemophora fasciella,NHMSYS0000503359,1,6,31,7,mature
Nemophora metallica,NHMSYS0000503360,1,6,7,8,mature
Nemophora minimella,NHMSYS0021142161,15,6,15,9,mature
Neofaculta ericetella,NHMSYS0021142637,15,4,7,8,mature
Neofriseria peliella,NHMSYS0000503366,15,6,31,8,mature
Neofriseria singula,NHMSYS0000503367,1,6,15,8,mature
Neosphaleroptera nubilana,NHMSYS0021143039,21,6,31,8,mature
Nephopterix angustella,NBNSYS0100004227,21,4,31,10,mature
Niditinea fuscella,NBNSYS0100004257,1,4,30,9,mature
Niditinea striolella,NHMSYS0021142392,1,5,31,7,mature
Noctua comes,NHMSYS0021144922,1,6,30,11,mature
Noctua fimbriata,NBNSYS0000006196,15,6,15,10,mature
Noctua interjecta,NHMSYS0000521898,15,6,15,10,mature
Noctua interjecta caliginosa,NHMSYS0021144925,1,7,30,9,mature
Noctua interjecta interjecta,NHMSYS0021144924,1,7,30,9,mature
Noctua janthe,NHMSYS0000503389,15,6,15,10,mature
Noctua janthina,NHMSYS0021144926,15,6,30,9,mature
Noctua orbona,NBNSYS0000006194,1,5,31,10,mature
Noctua pronuba,NBNSYS0000006193,1,5,30,11,mature
Nola aerugula,NHMSYS0000503394,21,6,31,7,mature
Nola chlamitulalis,NHMSYS0021144960,7,6,21,6,mature
Nola confusalis,NHMSYS0000503395,1,4,15,7,mature
Nola cucullatella,NBNSYS0000006163,1,6,30,9,mature
Nomophila nearctica,NHMSYS0000503398,1,8,31,8,mature
Nomophila noctuella,NHMSYS0021143737,1,1,31,12,mature
Nonagria typhae,NBNSYS0000006474,21,6,31,10,mature
Nothris congressariella,NHMSYS0000503404,21,5,31,10,mature
Nothris verbascella,NHMSYS0021142634,1,5,30,9,mature
Notocelia cynosbatella,NHMSYS0021143308,1,5,31,7,mature
Notocelia incarnatana,NHMSYS0021143315,1,6,7,9,mature
Notocelia roborana,NHMSYS0021143313,1,6,31,8,mature
Notocelia rosaecolana,NHMSYS0021143317,21,5,31,7,mature
Notocelia tetragonana,NHMSYS0021143310,1,7,31,7,mature
Notocelia trimaculana,NHMSYS0021143318,1,5,31,8,mature
Notocelia uddmanniana,NHMSYS0021143311,15,5,31,10,mature
Notodonta dromedarius,NHMSYS0000503407,1,4,21,9,mature
Notodonta torva,NHMSYS0021144347,1,5,31,8,mature
Notodonta tritophus,NBNSYS0100004290,15,7,15,8,mature
Notodonta ziczac,NHMSYS0000503410,1,4,7,9,mature
Nudaria mundana,NBNSYS0000006124,1,6,21,8,mature
Nyctegretis lineana,NHMSYS0000503417,21,6,15,9,mature
Nycteola asiatica,NHMSYS0001703674,1,9,15,9,mature
Nycteola revayana,NBNSYS0000011345,1,2,30,11,mature
Nycteola siculana,NHMSYS0021297314,1,6,1,7,mature
Nycterosea obstipata,NHMSYS0021143912,1,4,15,12,mature
Nyctobrya muralis,NHMSYS0021144559,21,6,30,9,mature
Nymphula nitidulata,NHMSYS0000503423,21,5,15,9,mature
Ochropacha duplaris,NBNSYS0000005730,21,4,7,9,mature
Ochropleura leucogaster,NHMSYS0021144905,21,9,15,11,mature
Ochropleura plecta,NBNSYS0000006188,1,4,31,10,mature
Ochsenheimeria taurella,NBNSYS0100004295,1,6,30,9,mature
Ochsenheimeria urella,NHMSYS0000503442,1,7,30,9,mature
Ochsenheimeria vacculella,NHMSYS0000503443,1,7,7,9,mature
Ocnerostoma friesei,NHMSYS0000503446,1,4,31,8,mature
Ocnerostoma piniariella,NHMSYS0000503447,1,6,31,8,mature
Odezia atrata,NBNSYS0000005961,7,5,7,8,mature
Odontopera bidentata,NBNSYS0000006011,15,4,31,8,mature
Odontosia carmelita,NHMSYS0021144357,21,3,31,5,mature
Oecophora bractella,NHMSYS0000503456,1,5,31,7,mature
Oegoconia caradjai,NHMSYS0021142528,1,6,31,8,mature
Oegoconia deauratella,NHMSYS0000503460,1,6,31,8,mature
Oegoconia novimundi,NHMSYS0021166469,1,7,31,8,mature
Oegoconia quadripuncta,NHMSYS0000503461,1,6,30,9,mature
Oidaematophorus lithodactyla,NHMSYS0000503464,21,6,31,8,mature
Oinophila v-flava,NHMSYS0000503467,21,6,15,9,mature
Olethreutes arcuella,NHMSYS0000503471,1,5,31,8,mature
Oligia fasciuncula,NBNSYS0000006438,1,5,31,8,mature
Oligia latruncula,NHMSYS0021144690,1,5,15,8,mature
Oligia strigilis,NBNSYS0000006435,1,5,31,8,mature
Oligia versicolor,NBNSYS0000006436,15,5,21,8,mature
Olindia schumacherana,NHMSYS0000503486,1,6,30,9,mature
Omphaloscelis lunosa,NBNSYS0000006365,15,8,15,11,mature
Oncocera semirubella,NBNSYS0000026974,15,6,15,10,mature
Operophtera brumata,NBNSYS0000005879,1,3,30,9,mature
Operophtera fagata,NBNSYS0000005880,15,1,30,9,mature
Opisthograptis luteolata,NBNSYS0000005997,1,4,31,10,mature
Opogona omoscopa,NHMSYS0020530789,21,8,31,10,mature
Opostega salaciella,NHMSYS0000503498,15,5,31,8,mature
Opostega spatulella,NHMSYS0000503499,1,7,31,7,mature
Orgyia antiqua,NBNSYS0000006112,1,6,15,11,mature
Orgyia recens,NHMSYS0021144385,15,6,7,7,mature
Oria musculosa,NHMSYS0021144639,21,7,15,8,mature
Ortholepis betulae,NBNSYS0100004350,1,6,7,9,mature
Orthonama vittata,NBNSYS0000005792,1,4,30,9,mature
Orthosia cerasi,NBNSYS0000006280,1,1,7,6,mature
Orthosia cruda,NHMSYS0021144790,1,2,31,5,mature
Orthosia gothica,NBNSYS0000006283,1,1,30,6,mature
Orthosia gracilis,NHMSYS0021144793,7,3,7,6,mature
Orthosia incerta,NBNSYS0000006281,1,2,15,6,mature
Orthosia miniosa,NHMSYS0021144788,7,3,7,5,mature
Orthosia opima,NHMSYS0021144794,15,3,7,6,mature
Orthosia populeti,NBNSYS0000006278,15,2,21,5,mature
Orthotaenia undulana,NHMSYS0021143163,1,5,31,8,mature
Orthotelia sparganella,NBNSYS0100004352,1,7,31,8,mature
Ostrinia nubilalis,NHMSYS0000503527,21,5,30,9,mature
Ourapteryx sambucaria,NBNSYS0000006013,7,6,31,10,mature
Oxypteryx atrella,NHMSYS0021297334,15,6,31,8,mature
Oxypteryx immaculatella,NHMSYS0021297339,1,5,30,9,mature
Oxypteryx unicolorella,NHMSYS0021297329,21,5,31,7,mature
Oxypteryx wilkella,NHMSYS0021297319,1,6,7,9,mature
Oxyptilus parvidactyla,NHMSYS0021142925,21,5,31,8,mature
Oxyptilus pilosellae,NHMSYS0000503534,15,7,31,8,mature
Pabulatrix pabulatricula,NHMSYS0021144660,15,7,15,8,mature
Pachetra sagittigera,NHMSYS0000522187,15,5,21,6,mature
Pachetra sagittigera britannica,NHMSYS0021144812,15,5,21,6,mature
Pachetra sagittigera sagittigera,NHMSYS0021144810,15,5,21,6,mature
Pachycnemia hippocastanaria,NHMSYS0021144181,1,2,30,11,mature
Pachyrhabda steropodes,NHMSYS0021142875,1,4,31,5,mature
Pachythelia villosella,NBNSYS0000025779,1,6,30,6,mature
Palpita vitrealis,MM0001Z100HTMPQ1,1,6,31,12,mature
Pammene agnotana,NHMSYS0000503550,1,3,31,5,mature
Pammene albuginana,NHMSYS0000503551,1,5,31,7,mature
Pammene argyrana,NHMSYS0021143385,1,4,30,6,mature
Pammene aurana,NBNSYS0100004398,1,5,31,8,mature
Pammene aurita,NBNSYS0100004399,21,6,31,8,mature
Pammene fasciana,NHMSYS0000503554,1,6,7,9,mature
Pammene gallicana,NBNSYS0100004400,1,7,31,8,mature
Pammene germmana,NHMSYS0021143393,1,5,31,7,mature
Pammene giganteana,NHMSYS0000503556,21,3,31,5,mature
Pammene herrichiana,NHMSYS0000503557,21,4,30,6,mature
Pammene ignorata,NHMSYS0021143382,21,5,7,7,mature
Pammene juniperana,NHMSYS0021239333,1,8,31,8,mature
Pammene luedersiana,NHMSYS0000503560,1,5,30,6,mature
Pammene obscurana,NHMSYS0000503561,21,4,30,6,mature
Pammene ochsenheimeriana,NHMSYS0000503562,1,5,30,6,mature
Pammene populana,NHMSYS0000503563,1,7,30,9,mature
Pammene regiana,NHMSYS0000503564,1,5,31,8,mature
Pammene rhediella,NHMSYS0000503565,1,4,30,6,mature
Pammene spiniana,NHMSYS0021143390,1,7,30,9,mature
Pammene splendidulana,NHMSYS0000503567,1,4,7,6,mature
Pammene suspectana,NHMSYS0000503568,1,5,30,6,mature
Pammene trauniana,NHMSYS0021143391,1,5,31,7,mature
Pancalia leuwenhoekella,NHMSYS0000503572,21,4,7,8,mature
Pancalia schwarzella,NBNSYS0100004407,1,3,31,7,mature
Pandemis cerasana,NHMSYS0000503574,15,5,15,10,mature
Pandemis cinnamomeana,NHMSYS0000503575,1,6,14,10,mature
Pandemis corylana,NHMSYS0000503576,15,6,31,10,mature
Pandemis dumetana,NHMSYS0000503577,1,7,31,8,mature
Pandemis heparana,NHMSYS0021143014,1,6,30,9,mature
Pandesma robusta,NHMSYS0020531225,1,1,31,12,mature
Panemeria tenebrata,NBNSYS0000006503,15,4,30,6,mature
Panolis flammea,NHMSYS0021144783,15,2,30,6,mature
Papestra biren,NBNSYS0000006253,15,4,15,7,mature
Parachronistis albiceps,NHMSYS0000503592,1,6,31,8,mature
Paracolax tristalis,NBNSYS0000006598,21,6,15,8,mature
Paracorsia repandalis,NHMSYS0021143702,1,6,31,10,mature
Paracrania chrysolepidella,NHMSYS0021142335,1,4,30,4,mature
Paradarisa consonaria,NHMSYS0021144257,21,3,15,7,mature
Paralipsa gularis,NHMSYS0000503603,1,3,31,10,mature
Paramesia gnomana,NHMSYS0000503606,1,6,31,8,mature
Paranthrene tabaniformis,NBNSYS0000005687,21,5,31,7,mature
Parapoynx stratiotata,NHMSYS0000503611,21,5,30,9,mature
Parascotia fuliginaria,NBNSYS0000006579,15,6,21,8,mature
Parasemia plantaginis,NBNSYS0000006142,1,5,15,8,mature
Parasemia plantaginis insularum,NHMSYS0021144396,1,5,15,8,mature
Parasemia plantaginis plantaginis,NHMSYS0021144395,1,5,15,8,mature
Parastichtis suspecta,NHMSYS0021144754,1,6,15,9,mature
Paraswammerdamia albicapitella,NBNSYS0100004455,1,5,30,9,mature
Paraswammerdamia nebulella,NHMSYS0021142474,1,6,7,10,mature
Paratalanta hyalinalis,NBNSYS0100004459,1,6,15,9,mature
Paratalanta pandalis,NHMSYS0021143721,15,5,7,8,mature
Parectopa ononidis,NHMSYS0000503630,1,5,31,8,mature
Parectropis similaria,NBNSYS0100004476,1,5,21,7,mature
Pareulype berberata,NHMSYS0021144040,15,5,7,9,mature
Parornix alpicola,NHMSYS0021142429,1,5,30,6,mature
Parornix anglicella,NHMSYS0000503642,1,4,30,9,mature
Parornix atripalpella,NHMSYS0021166457,1,5,31,8,mature
Parornix betulae,NHMSYS0000503643,1,4,31,10,mature
Parornix carpinella,NHMSYS0000503644,1,5,31,8,mature
Parornix devoniella,NHMSYS0000503645,1,5,31,8,mature
Parornix fagivora,NHMSYS0000503646,1,5,31,8,mature
Parornix finitimella,NHMSYS0000503647,1,4,30,9,mature
Parornix loganella,NHMSYS0000503648,1,5,30,6,mature
Parornix scoticella,NHMSYS0000503649,1,4,30,9,mature
Parornix torquillella,NBNSYS0000025900,1,4,30,9,mature
Pasiphila chloerata,NHMSYS0021144070,15,5,31,7,mature
Pasiphila debiliata,NHMSYS0021144071,21,5,21,8,mature
Pasiphila rectangulata,NBNSYS0100004490,7,5,21,8,mature
Pechipogo plumigeralis,NHMSYS0021144430,15,6,31,10,mature
Pechipogo strigilata,NHMSYS0000503655,7,5,21,7,mature
Pediasia aridella,NBNSYS0000026848,21,5,31,8,mature
Pediasia contaminella,NHMSYS0000503657,15,6,21,10,mature
Pediasia fascelinella,NHMSYS0021143774,1,6,15,9,mature
Pelochrista caecimaculana,NHMSYS0021143285,21,6,31,7,mature
Pelosia muscerda,NBNSYS0000006127,7,6,30,9,mature
Pelosia obtusa,NHMSYS0021144412,21,6,31,8,mature
Pelurga comitata,NBNSYS0000005829,7,6,15,9,mature
Pempelia genistella,NBNSYS0000026976,15,6,30,9,mature
Pempelia palumbella,NHMSYS0021143639,15,5,30,9,mature
Pempeliella ornatella,NHMSYS0021143632,21,6,31,8,mature
Pennisetia hylaeiformis,NHMSYS0020695694,7,7,15,8,mature
Pennithera firmata,NHMSYS0021143969,21,4,30,11,mature
Perconia strigillaria,NHMSYS0021144306,15,5,21,7,mature
Peribatodes ilicaria,NHMSYS0021144230,1,7,30,9,mature
Peribatodes rhomboidaria,NHMSYS0021144226,7,5,31,10,mature
Peribatodes secundaria,NHMSYS0021144229,21,6,21,7,mature
Peribatodes umbraria,NHMSYS0021144228,1,5,30,9,mature
Periclepsis cinctana,NHMSYS0021142992,1,7,31,7,mature
Peridea anceps,NBNSYS0000006091,1,4,30,6,mature
Peridroma saucia,NHMSYS0021144878,1,1,31,12,mature
Periphanes delphinii,NBNSYS0000006504,1,4,30,6,mature
Perittia farinella,NHMSYS0021142252,1,5,31,5,mature
Perittia obscurepunctella,NHMSYS0000503691,21,3,31,5,mature
Perizoma affinitata,NBNSYS0000005882,15,4,15,9,mature
Perizoma albulata,NHMSYS0000522437,1,5,21,8,mature
Perizoma albulata albulata,NHMSYS0021144060,1,5,21,8,mature
Perizoma albulata subfasciaria,NHMSYS0021144061,1,5,21,8,mature
Perizoma alchemillata,NBNSYS0000005883,15,5,7,9,mature
Perizoma bifaciata,NBNSYS0000005884,21,6,7,9,mature
Perizoma blandiata,NHMSYS0000522442,21,5,31,8,mature
Perizoma blandiata blandiata,NHMSYS0021144057,21,5,31,8,mature
Perizoma blandiata perfasciata,NHMSYS0021144059,21,5,31,8,mature
Perizoma flavofasciata,NBNSYS0000005890,21,4,31,8,mature
Perizoma minorata,NHMSYS0000522447,7,6,15,8,mature
Perizoma minorata ericetata,NHMSYS0021144055,7,6,15,8,mature
Perizoma minorata minorata,NHMSYS0021144054,7,6,15,8,mature
Petrophora chlorosata,NBNSYS0000005993,15,4,7,8,mature
Pexicopia malvella,NHMSYS0021142651,1,6,31,8,mature
Phalera bucephala,NBNSYS0000006080,21,4,15,8,mature
Phalonidia affinitana,NHMSYS0000503704,21,5,31,8,mature
Phalonidia curvistrigana,NHMSYS0000503705,1,7,31,8,mature
Phalonidia gilvicomana,NHMSYS0000503706,1,6,31,7,mature
Phalonidia manniana,NHMSYS0000503707,15,5,15,9,mature
Phalonidia udana,NHMSYS0021143117,1,6,31,7,mature
Phaneta pauperana,NHMSYS0021143284,1,4,7,6,mature
Phaulernis dentella,NHMSYS0000503709,1,6,30,6,mature
Phaulernis fulviguttella,NHMSYS0000503710,21,6,30,9,mature
Pheosia gnoma,NHMSYS0021144351,1,4,15,9,mature
Pheosia tremula,NBNSYS0000006093,1,4,15,9,mature
Phiaris metallicana,NHMSYS0021143179,1,6,31,7,mature
Phiaris micana,NHMSYS0021143181,21,6,31,8,mature
Phiaris obsoletana,NHMSYS0021143177,1,6,31,7,mature
Phiaris palustrana,NHMSYS0021143183,21,5,31,8,mature
Phiaris schulziana,NHMSYS0021143180,1,6,31,8,mature
Phibalapteryx virgata,NBNSYS0000005791,1,4,15,9,mature
Phigalia pilosaria,NHMSYS0021144213,30,4,31,10,mature
Philedone gerningana,NHMSYS0021142994,1,7,30,9,mature
Philedonides lunana,NHMSYS0000503719,1,3,31,5,mature
Philereme transversata,NBNSYS0000005872,15,6,15,8,mature
Philereme transversata britannica,NHMSYS0021144032,15,6,15,8,mature
Philereme transversata transversata,NHMSYS0021144030,15,6,15,8,mature
Philereme vetulata,NHMSYS0021144029,1,6,7,8,mature
Phlogophora meticulosa,NBNSYS0000006402,1,1,31,12,mature
Photedes captiuncula,NBNSYS0000006444,21,5,15,8,mature
Photedes captiuncula captiuncula,NHMSYS0021144645,21,5,15,8,mature
Photedes captiuncula expolita,NHMSYS0021144646,21,5,15,8,mature
Photedes extrema,NHMSYS0021144651,7,5,15,8,mature
Photedes fluxa,NHMSYS0021144643,15,6,31,8,mature
Photedes minima,NBNSYS0000006445,1,6,7,9,mature
Photedes morrisii,NBNSYS0000100174,21,6,15,7,mature
Photedes morrisii bondii,NHMSYS0021144650,21,6,15,7,mature
Photedes morrisii morrisii,NHMSYS0021144649,21,6,15,7,mature
Phragmataecia castaneae,NHMSYS0000503737,21,5,15,8,mature
Phragmatobia fuliginosa,NBNSYS0000006150,1,4,7,10,mature
Phragmatobia fuliginosa borealis,NHMSYS0021144394,15,4,30,9,mature
Phragmatobia fuliginosa fuliginosa,NHMSYS0021144393,15,4,30,9,mature
Phtheochroa inopiana,NBNSYS0100004588,1,5,31,8,mature
Phtheochroa rugosana,NHMSYS0021143113,21,4,31,7,mature
Phtheochroa schreibersiana,NBNSYS0100004589,1,5,30,6,mature
Phtheochroa sodaliana,NBNSYS0100004590,21,5,15,7,mature
Phthorimaea operculella,NBNSYS0100004596,21,6,30,9,mature
Phycita roborella,NHMSYS0021143644,1,6,30,9,mature
Phycitodes binaevella,NHMSYS0021143674,21,5,15,9,mature
Phycitodes maritima,NHMSYS0000503748,1,5,7,9,mature
Phycitodes saxicola,NHMSYS0000503749,21,5,15,9,mature
Phyllocnistis ramulicola,NHMSYS0020973889,1,7,31,8,mature
Phyllocnistis saligna,NHMSYS0000503752,1,5,31,5,mature
Phyllocnistis unipunctella,NHMSYS0000503753,1,1,31,12,mature
Phyllocnistis xenia,NHMSYS0000503754,1,6,30,6,mature
Phyllodesma ilicifolia,NBNSYS0000005713,21,4,31,5,mature
Phyllonorycter acerifoliella,NBNSYS0100004608,1,5,31,8,mature
Phyllonorycter anderidae,NHMSYS0000503759,1,6,30,9,mature
Phyllonorycter apparella,NHMSYS0021166463,1,7,31,7,mature
Phyllonorycter blancardella,NHMSYS0000503761,1,3,15,10,mature
Phyllonorycter cavella,NHMSYS0000503763,1,5,31,7,mature
Phyllonorycter cerasicolella,NHMSYS0000503764,1,5,31,8,mature
Phyllonorycter comparella,NHMSYS0021142454,1,6,31,7,mature
Phyllonorycter coryli,NHMSYS0000503767,1,5,30,9,mature
Phyllonorycter corylifoliella,NHMSYS0000503768,1,4,31,10,mature
Phyllonorycter distentella,NHMSYS0000503773,1,6,30,6,mature
Phyllonorycter dubitella,NHMSYS0000503774,1,5,31,8,mature
Phyllonorycter emberizaepenella,NBNSYS0100004615,1,5,31,8,mature
Phyllonorycter esperella,NHMSYS0021142445,1,5,31,8,mature
Phyllonorycter froelichiella,NHMSYS0000503776,1,5,31,8,mature
Phyllonorycter geniculella,NHMSYS0000503777,1,4,31,10,mature
Phyllonorycter harrisella,NHMSYS0000503778,1,4,30,9,mature
Phyllonorycter heegeriella,NHMSYS0000503779,1,4,31,8,mature
Phyllonorycter hilarella,NBNSYS0100004617,1,5,30,9,mature
Phyllonorycter hostis,NHMSYS0021008131,1,5,31,8,mature
Phyllonorycter insignitella,NHMSYS0000503780,1,5,31,8,mature
Phyllonorycter joannisi,NHMSYS0021142452,1,5,30,9,mature
Phyllonorycter junoniella,NHMSYS0000503781,1,6,30,9,mature
Phyllonorycter klemannella,NHMSYS0021142449,1,4,31,8,mature
Phyllonorycter kuhlweiniella,NBNSYS0100004618,1,5,31,8,mature
Phyllonorycter lantanella,NHMSYS0000503783,1,4,31,8,mature
Phyllonorycter lautella,NHMSYS0000503784,1,5,30,9,mature
Phyllonorycter leucographella,NBNSYS0000005356,1,4,31,10,mature
Phyllonorycter maestingella,NHMSYS0000503785,1,4,30,11,mature
Phyllonorycter mespilella,NHMSYS0021142436,1,5,31,8,mature
Phyllonorycter messaniella,NHMSYS0000503787,1,4,30,11,mature
Phyllonorycter muelleriella,NHMSYS0000503788,1,5,31,8,mature
Phyllonorycter nicellii,NHMSYS0000503789,1,4,31,10,mature
Phyllonorycter nigrescentella,NHMSYS0000503790,1,4,30,9,mature
Phyllonorycter oxyacanthae,NHMSYS0000503791,1,4,30,9,mature
Phyllonorycter pastorella,NHMSYS0021128165,1,1,31,12,mature
Phyllonorycter platani,NBNSYS0100004619,1,5,30,9,mature
Phyllonorycter quercifoliella,NHMSYS0000503796,15,3,15,10,mature
Phyllonorycter quinqueguttella,NHMSYS0000503798,1,5,31,8,mature
Phyllonorycter rajella,NHMSYS0000503800,1,4,30,9,mature
Phyllonorycter roboris,NHMSYS0000503801,1,6,30,6,mature
Phyllonorycter sagitella,NHMSYS0000503802,1,7,30,9,mature
Phyllonorycter salicicolella,NHMSYS0000503803,15,4,15,9,mature
Phyllonorycter scabiosella,NHMSYS0000503807,1,5,30,9,mature
Phyllonorycter schreberella,NHMSYS0000503808,1,5,31,8,mature
Phyllonorycter scopariella,NHMSYS0000503809,1,6,31,8,mature
Phyllonorycter sorbi,NHMSYS0000503810,1,4,30,9,mature
Phyllonorycter spinicolella,NBNSYS0100004624,15,4,15,9,mature
Phyllonorycter staintoniella,NBNSYS0100004625,1,4,30,9,mature
Phyllonorycter stettinensis,NHMSYS0000503812,1,4,30,9,mature
Phyllonorycter strigulatella,NHMSYS0021142446,1,5,31,8,mature
Phyllonorycter tenerella,NHMSYS0000503815,1,5,31,8,mature
Phyllonorycter trifasciella,NHMSYS0000503816,1,4,30,11,mature
Phyllonorycter tristrigella,NHMSYS0000503817,1,5,30,9,mature
Phyllonorycter ulicicolella,NHMSYS0000503818,1,5,31,7,mature
Phyllonorycter ulmifoliella,NHMSYS0021142448,1,4,30,9,mature
Phyllonorycter viminetorum,NHMSYS0000503820,1,5,31,8,mature
Phyllonorycter viminiella,NBNSYS0000025925,1,4,30,9,mature
Phylloporia bistrigella,NHMSYS0000503822,1,5,31,7,mature
Phymatopus hecta,NHMSYS0021142347,15,5,31,8,mature
Phytometra viridaria,NBNSYS0000006574,15,4,31,8,mature
Pima boisduvaliella,NHMSYS0000503835,21,5,31,8,mature
Piniphila bifasciana,NBNSYS0100004713,15,5,15,9,mature
Plagodis dolabraria,NBNSYS0000005995,1,5,21,7,mature
Plagodis pulveraria,NBNSYS0000005994,15,4,15,8,mature
Platyedra subcinerea,NHMSYS0000503848,1,1,31,12,mature
Platyptilia calodactyla,NHMSYS0021142891,1,6,31,7,mature
Platyptilia gonodactyla,NHMSYS0021142889,1,5,7,10,mature
